Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5,HomeResult,AwayResult
Serie B,2022-12-18,Cittadella,Sudtirol,0,2,W,0.0,2.0,A,11.0,12.0,3.0,6.0,15.0,16.0,8.0,1.0,5.0,3.0,1.0,0.0,2.5,1.5,L,W
La Liga 2,2022-12-18,Malaga,Alaves,1,0,L,0.0,0.0,D,7.0,10.0,4.0,2.0,18.0,19.0,1.0,3.0,2.0,4.0,1.0,0.0,2.69,1.44,W,L
La Liga 2,2022-12-18,Burgos,Huesca,1,1,D,0.0,1.0,A,16.0,10.0,5.0,2.0,8.0,17.0,5.0,11.0,2.0,4.0,0.0,0.0,2.89,1.39,D,D
La Liga 2,2022-12-18,Levante,Eibar,0,0,D,0.0,0.0,D,13.0,5.0,4.0,1.0,12.0,9.0,11.0,4.0,0.0,2.0,0.0,0.0,2.37,1.56,D,D
La Liga 2,2022-12-18,Albacete,Ibiza,4,0,L,3.0,0.0,H,10.0,11.0,4.0,3.0,17.0,13.0,5.0,2.0,1.0,4.0,0.0,0.0,2.37,1.56,W,L
Serie B,2022-12-18,Parma,Spal,0,1,W,0.0,1.0,A,22.0,4.0,5.0,3.0,18.0,16.0,17.0,5.0,4.0,5.0,0.0,0.0,2.06,1.74,L,W
Serie B,2022-12-18,Ternana,Como,0,3,W,0.0,1.0,A,22.0,17.0,3.0,6.0,11.0,12.0,9.0,11.0,3.0,3.0,0.0,0.0,1.86,1.91,L,W
Serie B,2022-12-18,Cosenza,Ascoli,1,3,W,0.0,1.0,A,22.0,11.0,6.0,6.0,14.0,19.0,4.0,3.0,3.0,1.0,0.0,0.0,2.4,1.55,L,W
Serie B,2022-12-18,Modena,Benevento,1,1,D,1.0,1.0,D,12.0,5.0,4.0,1.0,16.0,16.0,5.0,2.0,1.0,2.0,0.0,0.0,2.07,1.73,D,D
Championship,2022-12-19,Wigan,Sheffield United,1,2,W,0.0,1.0,A,10.0,10.0,3.0,6.0,10.0,13.0,8.0,4.0,1.0,3.0,0.0,0.0,2.13,1.71,L,W
La Liga 2,2022-12-19,Leganes,Zaragoza,2,1,L,1.0,1.0,D,6.0,8.0,4.0,2.0,9.0,12.0,6.0,2.0,3.0,4.0,0.0,1.0,2.71,1.43,W,L
Serie B,2022-12-19,Perugia,Venezia,2,1,L,2.0,0.0,H,13.0,10.0,6.0,6.0,17.0,10.0,9.0,6.0,2.0,3.0,0.0,0.0,2.24,1.62,W,L
Scottish Prem,2022-12-20,Aberdeen,Rangers,2,3,W,1.0,1.0,D,8.0,14.0,2.0,8.0,8.0,13.0,3.0,5.0,5.0,5.0,0.0,0.0,1.68,2.14,L,W
League Two,2022-12-20,Northampton,Carlisle,2,1,L,0.0,0.0,D,14.0,9.0,4.0,2.0,13.0,10.0,8.0,3.0,3.0,2.0,0.0,0.0,2.14,1.67,W,L
G1,2022-12-21,Levadeiakos,Aris,1,1,D,1.0,0.0,H,8.0,11.0,4.0,2.0,18.0,12.0,2.0,5.0,1.0,2.0,0.0,0.0,2.08,1.72,D,D
Championship,2022-12-21,Coventry,West Brom,1,0,L,0.0,0.0,D,17.0,5.0,8.0,3.0,12.0,11.0,10.0,2.0,2.0,1.0,0.0,0.0,2.15,1.7,W,L
G1,2022-12-21,Asteras Tripolis,Volos NFC,0,0,D,0.0,0.0,D,14.0,11.0,5.0,4.0,14.0,18.0,4.0,3.0,2.0,2.0,0.0,0.0,2.05,1.74,D,D
G1,2022-12-21,Giannina,Olympiakos,2,2,D,0.0,2.0,A,8.0,13.0,3.0,7.0,9.0,10.0,6.0,2.0,3.0,1.0,0.0,0.0,1.9,1.87,D,D
Scottish Prem,2022-12-21,Celtic,Livingston,2,1,L,2.0,1.0,H,23.0,3.0,10.0,2.0,10.0,8.0,10.0,1.0,2.0,3.0,0.0,0.0,1.34,3.08,W,L
G1,2022-12-21,AEK,Lamia,3,0,L,0.0,0.0,D,14.0,4.0,9.0,0.0,18.0,16.0,5.0,0.0,3.0,3.0,0.0,0.0,1.6,2.28,W,L
G1,2022-12-21,Ionikos,Panathinaikos,1,1,D,0.0,1.0,A,9.0,10.0,2.0,5.0,20.0,13.0,4.0,5.0,3.0,3.0,0.0,0.0,2.08,1.71,D,D
G1,2022-12-22,Panetolikos,PAOK,0,2,W,0.0,1.0,A,9.0,19.0,1.0,9.0,12.0,22.0,3.0,3.0,2.0,4.0,0.0,0.0,2.12,1.68,L,W
G1,2022-12-22,OFI Crete,Atromitos,0,1,W,0.0,1.0,A,21.0,3.0,7.0,3.0,13.0,10.0,7.0,0.0,1.0,1.0,0.0,0.0,2.11,1.69,L,W
Belgian Pro,2022-12-23,Seraing,Eupen,0,1,W,0.0,0.0,D,8.0,15.0,1.0,5.0,9.0,16.0,4.0,9.0,3.0,1.0,0.0,0.0,1.83,1.95,L,W
Portugal Prem,2022-12-23,Rio Ave,Maritimo,1,1,D,1.0,1.0,D,19.0,8.0,5.0,1.0,18.0,19.0,5.0,5.0,1.0,1.0,0.0,0.0,2.12,1.72,D,D
Belgian Pro,2022-12-23,Mechelen,Cercle Brugge,1,1,D,0.0,1.0,A,20.0,12.0,9.0,4.0,8.0,8.0,9.0,8.0,2.0,4.0,0.0,1.0,1.74,2.08,D,D
Belgian Pro,2022-12-23,Gent,Standard,0,0,D,0.0,0.0,D,21.0,1.0,5.0,0.0,12.0,12.0,13.0,1.0,0.0,5.0,0.0,0.0,1.75,2.05,D,D
Scottish Prem,2022-12-23,Ross County,Rangers,0,1,W,0.0,1.0,A,6.0,17.0,1.0,6.0,17.0,6.0,0.0,4.0,2.0,1.0,0.0,0.0,1.48,2.58,L,W
Portugal Prem,2022-12-23,Rio Ave,Maritimo,1,1,D,1.0,1.0,D,19.0,8.0,5.0,1.0,18.0,19.0,5.0,5.0,1.0,1.0,0.0,0.0,2.12,1.72,D,D
Scottish Prem,2022-12-23,Motherwell,Kilmarnock,2,2,D,1.0,0.0,H,15.0,3.0,4.0,2.0,15.0,12.0,13.0,1.0,2.0,0.0,0.0,1.0,2.1,1.71,D,D
Scottish Prem,2022-12-24,St Mirren,Aberdeen,3,1,L,1.0,1.0,D,16.0,11.0,4.0,5.0,16.0,8.0,8.0,5.0,4.0,1.0,0.0,1.0,2.09,1.72,W,L
Scottish Prem,2022-12-24,Hibernian,Livingston,4,0,L,3.0,0.0,H,27.0,8.0,11.0,3.0,13.0,14.0,9.0,1.0,2.0,4.0,0.0,1.0,2.12,1.7,W,L
Scottish Prem,2022-12-24,Dundee United,Hearts,2,2,D,1.0,1.0,D,11.0,14.0,6.0,3.0,15.0,8.0,6.0,9.0,4.0,2.0,0.0,0.0,1.82,1.96,D,D
Scottish Prem,2022-12-24,Celtic,St Johnstone,4,1,L,3.0,0.0,H,20.0,7.0,10.0,3.0,12.0,4.0,9.0,1.0,2.0,1.0,1.0,0.0,1.39,2.89,W,L
League Two,2022-12-26,AFC Wimbledon,Newport County,1,1,D,0.0,0.0,D,7.0,13.0,2.0,4.0,12.0,14.0,4.0,3.0,0.0,4.0,1.0,0.0,2.2,1.63,D,D
League Two,2022-12-26,Gillingham,Colchester,0,1,W,0.0,1.0,A,7.0,7.0,2.0,2.0,12.0,15.0,6.0,1.0,3.0,1.0,0.0,0.0,2.48,1.51,L,W
League Two,2022-12-26,Tranmere,Doncaster,3,0,L,1.0,0.0,H,11.0,9.0,5.0,2.0,6.0,8.0,2.0,5.0,1.0,2.0,0.0,0.0,2.14,1.66,W,L
League Two,2022-12-26,Swindon,Walsall,1,2,W,1.0,1.0,D,13.0,11.0,3.0,2.0,9.0,12.0,4.0,6.0,1.0,1.0,0.0,0.0,2.18,1.65,L,W
League Two,2022-12-26,Stockport,Crewe,2,0,L,0.0,0.0,D,25.0,0.0,9.0,0.0,12.0,10.0,5.0,5.0,0.0,1.0,0.0,0.0,1.92,1.84,W,L
League Two,2022-12-26,Salford,Barrow,1,1,D,1.0,0.0,H,8.0,19.0,2.0,4.0,11.0,17.0,2.0,7.0,2.0,3.0,1.0,0.0,2.23,1.62,D,D
League Two,2022-12-26,Rochdale,Hartlepool,1,2,W,0.0,1.0,A,9.0,15.0,2.0,7.0,9.0,16.0,6.0,9.0,1.0,3.0,0.0,0.0,2.0,1.77,L,W
League Two,2022-12-26,Mansfield,Northampton,1,1,D,0.0,0.0,D,8.0,15.0,3.0,4.0,11.0,10.0,2.0,5.0,3.0,1.0,0.0,0.0,2.04,1.74,D,D
League Two,2022-12-26,Carlisle,Bradford,1,0,L,1.0,0.0,H,11.0,7.0,5.0,0.0,7.0,16.0,9.0,3.0,0.0,2.0,0.0,0.0,2.07,1.71,W,L
League Two,2022-12-26,Crawley Town,Sutton,1,2,W,0.0,0.0,D,3.0,9.0,2.0,5.0,12.0,17.0,4.0,2.0,1.0,2.0,0.0,0.0,2.13,1.67,L,W
League Two,2022-12-26,Harrogate,Grimsby,3,2,L,1.0,1.0,D,12.0,16.0,3.0,8.0,10.0,11.0,3.0,4.0,2.0,1.0,0.0,0.0,1.94,1.82,W,L
Championship,2022-12-26,Preston,Huddersfield,1,2,W,1.0,0.0,H,11.0,9.0,2.0,3.0,10.0,12.0,2.0,3.0,2.0,3.0,0.0,0.0,2.17,1.68,L,W
Premier League,2022-12-26,Brentford,Tottenham,2,2,D,1.0,0.0,H,9.0,16.0,5.0,8.0,11.0,10.0,6.0,5.0,3.0,1.0,0.0,0.0,1.8,2.01,D,D
Premier League,2022-12-26,Crystal Palace,Fulham,0,3,W,0.0,1.0,A,4.0,23.0,0.0,11.0,12.0,15.0,1.0,8.0,0.0,0.0,2.0,0.0,1.97,1.85,L,W
Championship,2022-12-26,Luton,Norwich,2,1,L,0.0,0.0,D,12.0,19.0,3.0,5.0,11.0,10.0,6.0,4.0,1.0,1.0,1.0,0.0,2.05,1.77,W,L
Championship,2022-12-26,Cardiff,QPR,0,0,D,0.0,0.0,D,11.0,10.0,0.0,1.0,11.0,14.0,1.0,6.0,2.0,3.0,0.0,0.0,2.18,1.68,D,D
Championship,2022-12-26,Sheffield United,Coventry,3,1,L,1.0,0.0,H,8.0,11.0,3.0,4.0,10.0,10.0,2.0,7.0,0.0,3.0,1.0,0.0,1.97,1.83,W,L
Championship,2022-12-26,Rotherham,Stoke,2,2,D,1.0,0.0,H,5.0,12.0,1.0,5.0,14.0,16.0,3.0,3.0,1.0,2.0,0.0,0.0,2.09,1.73,D,D
Premier League,2022-12-26,Aston Villa,Liverpool,1,3,W,0.0,2.0,A,12.0,16.0,6.0,9.0,7.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,1.65,2.27,L,W
Premier League,2022-12-26,Arsenal,West Ham,3,1,L,0.0,1.0,A,16.0,8.0,5.0,4.0,13.0,17.0,7.0,5.0,0.0,2.0,0.0,0.0,1.77,2.07,W,L
Serie B,2022-12-26,Cagliari,Cosenza,2,0,L,0.0,0.0,D,25.0,14.0,7.0,5.0,11.0,14.0,9.0,4.0,1.0,1.0,0.0,0.0,1.91,1.88,W,L
Belgian Pro,2022-12-26,Charleroi,Anderlecht,0,1,W,0.0,0.0,D,9.0,9.0,2.0,2.0,13.0,8.0,3.0,0.0,2.0,1.0,0.0,0.0,1.75,2.04,L,W
Serie B,2022-12-26,Benevento,Perugia,0,2,W,0.0,1.0,A,19.0,21.0,3.0,6.0,8.0,16.0,10.0,7.0,4.0,1.0,0.0,0.0,2.29,1.61,L,W
Serie B,2022-12-26,Brescia,Palermo,1,1,D,0.0,0.0,D,5.0,13.0,2.0,2.0,12.0,7.0,2.0,7.0,2.0,1.0,0.0,0.0,2.34,1.58,D,D
Championship,2022-12-26,Middlesbrough,Wigan,4,1,L,1.0,0.0,H,14.0,17.0,7.0,5.0,8.0,11.0,9.0,10.0,2.0,1.0,0.0,0.0,2.02,1.79,W,L
Championship,2022-12-26,Hull,Blackpool,1,1,D,0.0,1.0,A,15.0,16.0,1.0,5.0,18.0,13.0,11.0,8.0,2.0,2.0,0.0,1.0,2.11,1.73,D,D
Championship,2022-12-26,Bristol City,West Brom,0,2,W,0.0,1.0,A,8.0,15.0,3.0,4.0,11.0,8.0,8.0,6.0,2.0,1.0,0.0,0.0,2.03,1.78,L,W
Championship,2022-12-26,Sunderland,Blackburn,2,1,L,1.0,1.0,D,11.0,5.0,5.0,2.0,15.0,13.0,7.0,3.0,3.0,5.0,0.0,0.0,2.17,1.69,W,L
Championship,2022-12-26,Watford,Millwall,0,2,W,0.0,1.0,A,7.0,23.0,2.0,8.0,14.0,15.0,4.0,10.0,2.0,3.0,1.0,0.0,2.25,1.64,L,W
Belgian Pro,2022-12-26,Club Brugge,Oud-Heverlee Leuven,1,1,D,1.0,0.0,H,20.0,12.0,7.0,5.0,10.0,17.0,3.0,3.0,3.0,2.0,0.0,0.0,1.48,2.57,D,D
Belgian Pro,2022-12-26,St. Gilloise,Oostende,3,0,L,0.0,0.0,D,12.0,4.0,5.0,1.0,9.0,13.0,10.0,2.0,3.0,4.0,0.0,0.0,1.45,2.65,W,L
Serie B,2022-12-26,Ascoli,Reggina,0,1,W,0.0,0.0,D,10.0,8.0,1.0,1.0,19.0,9.0,3.0,4.0,4.0,4.0,0.0,0.0,2.39,1.56,L,W
Serie B,2022-12-26,Sudtirol,Modena,0,2,W,0.0,1.0,A,15.0,11.0,4.0,3.0,13.0,15.0,3.0,4.0,1.0,0.0,0.0,0.0,2.19,1.66,L,W
Belgian Pro,2022-12-26,Kortrijk,Genk,1,0,L,0.0,0.0,D,18.0,14.0,8.0,6.0,13.0,11.0,5.0,6.0,4.0,1.0,0.0,0.0,1.51,2.48,W,L
Serie B,2022-12-26,Spal,Pisa,0,1,W,0.0,0.0,D,13.0,17.0,1.0,4.0,14.0,23.0,5.0,3.0,5.0,6.0,1.0,0.0,2.24,1.63,L,W
Serie B,2022-12-26,Bari,Genoa,1,2,W,1.0,1.0,D,12.0,13.0,5.0,4.0,16.0,16.0,6.0,4.0,6.0,2.0,0.0,0.0,2.31,1.59,L,W
Serie B,2022-12-26,Frosinone,Ternana,3,0,L,1.0,0.0,H,15.0,13.0,6.0,2.0,16.0,12.0,5.0,2.0,1.0,2.0,0.0,0.0,2.0,1.79,W,L
Serie B,2022-12-26,Venezia,Parma,2,2,D,0.0,1.0,A,12.0,16.0,5.0,7.0,9.0,8.0,2.0,8.0,2.0,3.0,0.0,0.0,2.14,1.69,D,D
League One,2022-12-26,Wycombe,Bristol Rvs,2,1,L,1.0,1.0,D,15.0,14.0,5.0,5.0,14.0,13.0,3.0,7.0,3.0,2.0,0.0,0.0,1.91,1.86,W,L
League One,2022-12-26,Port Vale,Morecambe,1,0,L,1.0,0.0,H,8.0,8.0,3.0,1.0,9.0,16.0,5.0,5.0,2.0,3.0,0.0,1.0,2.01,1.76,W,L
League One,2022-12-26,Milton Keynes Dons,Forest Green,1,0,L,0.0,0.0,D,14.0,14.0,5.0,5.0,15.0,15.0,6.0,7.0,4.0,2.0,0.0,0.0,1.97,1.8,W,L
League One,2022-12-26,Ipswich,Oxford,3,0,L,2.0,0.0,H,18.0,7.0,9.0,2.0,7.0,8.0,13.0,4.0,1.0,2.0,0.0,0.0,1.79,1.97,W,L
League One,2022-12-26,Fleetwood Town,Sheffield Weds,1,2,W,1.0,1.0,D,10.0,19.0,4.0,4.0,8.0,11.0,3.0,8.0,1.0,2.0,1.0,0.0,2.03,1.75,L,W
Serie B,2022-12-26,Como,Cittadella,2,0,L,1.0,0.0,H,10.0,18.0,6.0,1.0,15.0,10.0,4.0,8.0,1.0,2.0,0.0,0.0,2.28,1.61,W,L
League One,2022-12-26,Exeter,Portsmouth,0,0,D,0.0,0.0,D,14.0,15.0,3.0,5.0,16.0,13.0,4.0,14.0,3.0,3.0,0.0,0.0,1.94,1.83,D,D
League One,2022-12-26,Charlton,Peterboro,1,1,D,0.0,0.0,D,8.0,19.0,3.0,6.0,14.0,10.0,3.0,10.0,1.0,0.0,0.0,0.0,1.9,1.86,D,D
League One,2022-12-26,Cambridge,Shrewsbury,2,1,L,0.0,0.0,D,9.0,13.0,2.0,5.0,13.0,9.0,4.0,5.0,3.0,2.0,0.0,1.0,2.19,1.64,W,L
League One,2022-12-26,Burton,Lincoln,3,0,L,3.0,0.0,H,11.0,8.0,5.0,2.0,13.0,8.0,8.0,1.0,0.0,1.0,0.0,0.0,2.02,1.76,W,L
League One,2022-12-26,Accrington,Barnsley,1,1,D,0.0,1.0,A,4.0,20.0,2.0,5.0,11.0,16.0,4.0,16.0,2.0,3.0,0.0,0.0,1.97,1.8,D,D
Premier League,2022-12-26,Everton,Wolves,1,2,W,1.0,1.0,D,12.0,7.0,6.0,4.0,9.0,22.0,2.0,2.0,1.0,6.0,0.0,0.0,2.2,1.68,L,W
Premier League,2022-12-26,Leicester,Newcastle,0,3,W,0.0,3.0,A,8.0,12.0,2.0,5.0,9.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,1.83,2.0,L,W
Premier League,2022-12-26,Southampton,Brighton,1,3,W,0.0,2.0,A,14.0,7.0,4.0,4.0,9.0,10.0,4.0,2.0,1.0,2.0,0.0,0.0,1.89,1.89,L,W
League One,2022-12-26,Cheltenham,Plymouth,0,1,W,0.0,0.0,D,16.0,13.0,6.0,3.0,7.0,10.0,6.0,4.0,1.0,1.0,0.0,0.0,1.89,1.88,L,W
Premier League,2022-12-27,Chelsea,Bournemouth,2,0,L,2.0,0.0,H,15.0,9.0,5.0,4.0,8.0,10.0,6.0,8.0,0.0,0.0,0.0,0.0,1.66,2.23,W,L
Premier League,2022-12-27,Man United,Nott'm Forest,3,0,L,2.0,0.0,H,17.0,8.0,8.0,3.0,13.0,4.0,9.0,9.0,3.0,1.0,0.0,0.0,1.64,2.27,W,L
League Two,2022-12-27,Leyton Orient,Stevenage,0,0,D,0.0,0.0,D,11.0,12.0,4.0,3.0,14.0,20.0,6.0,3.0,2.0,2.0,0.0,0.0,2.35,1.56,D,D
League One,2022-12-27,Bolton,Derby,0,0,D,0.0,0.0,D,9.0,11.0,2.0,2.0,9.0,8.0,2.0,4.0,2.0,1.0,0.0,0.0,1.99,1.78,D,D
Belgian Pro,2022-12-27,Westerlo,Antwerp,3,3,D,1.0,0.0,H,10.0,15.0,4.0,7.0,10.0,8.0,3.0,6.0,1.0,1.0,0.0,0.0,1.63,2.23,D,D
Belgian Pro,2022-12-27,St Truiden,Waregem,2,0,L,1.0,0.0,H,12.0,6.0,6.0,1.0,10.0,10.0,6.0,3.0,0.0,1.0,0.0,1.0,1.76,2.02,W,L
Championship,2022-12-27,Reading,Swansea,2,1,L,1.0,0.0,H,9.0,12.0,4.0,7.0,24.0,7.0,3.0,4.0,2.0,3.0,0.0,0.0,2.14,1.7,W,L
Championship,2022-12-27,Burnley,Birmingham,3,0,L,2.0,0.0,H,10.0,2.0,4.0,0.0,12.0,8.0,1.0,1.0,1.0,3.0,0.0,0.0,1.98,1.82,W,L
Ligue 1,2022-12-28,Paris SG,Strasbourg,2,1,L,1.0,0.0,H,9.0,10.0,6.0,3.0,6.0,12.0,8.0,3.0,4.0,1.0,1.0,0.0,1.38,3.02,W,L
Portugal Prem,2022-12-28,Porto,Arouca,5,1,L,3.0,0.0,H,16.0,8.0,11.0,2.0,13.0,14.0,5.0,3.0,1.0,3.0,0.0,0.0,1.46,2.65,W,L
Portugal Prem,2022-12-28,Portimonense,Casa Pia,1,2,W,1.0,1.0,D,6.0,20.0,2.0,7.0,22.0,10.0,1.0,11.0,4.0,3.0,0.0,0.0,2.21,1.66,L,W
G1,2022-12-28,Panathinaikos,OFI Crete,1,1,D,0.0,0.0,D,17.0,1.0,4.0,1.0,14.0,12.0,13.0,0.0,2.0,4.0,0.0,1.0,1.94,1.84,D,D
G1,2022-12-28,Atromitos,PAOK,1,1,D,0.0,1.0,A,8.0,12.0,2.0,3.0,7.0,13.0,3.0,11.0,4.0,2.0,0.0,0.0,2.16,1.66,D,D
G1,2022-12-28,Volos NFC,AEK,0,4,W,0.0,3.0,A,6.0,19.0,2.0,7.0,13.0,21.0,8.0,8.0,3.0,0.0,0.0,0.0,1.83,1.94,L,W
G1,2022-12-28,Olympiakos,Asteras Tripolis,5,0,L,2.0,0.0,H,15.0,6.0,8.0,2.0,16.0,9.0,6.0,0.0,3.0,2.0,0.0,0.0,2.08,1.71,W,L
Ligue 1,2022-12-28,Brest,Lyon,2,4,W,1.0,3.0,A,17.0,17.0,5.0,10.0,8.0,19.0,6.0,6.0,2.0,2.0,0.0,0.0,1.73,2.13,L,W
Ligue 1,2022-12-28,Clermont,Lille,0,2,W,0.0,0.0,D,9.0,14.0,3.0,3.0,9.0,17.0,3.0,3.0,4.0,2.0,1.0,0.0,1.82,2.01,L,W
Ligue 1,2022-12-28,Auxerre,Monaco,2,3,W,1.0,1.0,D,11.0,6.0,6.0,3.0,9.0,15.0,1.0,3.0,1.0,0.0,0.0,0.0,1.72,2.14,L,W
Ligue 1,2022-12-28,Troyes,Nantes,0,0,D,0.0,0.0,D,6.0,19.0,2.0,5.0,9.0,13.0,4.0,4.0,0.0,2.0,0.0,0.0,1.8,2.02,D,D
Ligue 1,2022-12-28,Ajaccio,Angers,1,0,L,1.0,0.0,H,11.0,14.0,3.0,4.0,13.0,13.0,3.0,5.0,1.0,0.0,0.0,0.0,2.27,1.64,W,L
G1,2022-12-28,Levadeiakos,Ionikos,1,0,L,1.0,0.0,H,11.0,9.0,6.0,2.0,18.0,21.0,5.0,3.0,3.0,5.0,0.0,1.0,2.34,1.56,W,L
Portugal Prem,2022-12-28,Portimonense,Casa Pia,1,2,W,1.0,1.0,D,6.0,20.0,2.0,7.0,22.0,10.0,1.0,11.0,4.0,3.0,0.0,0.0,2.21,1.66,L,W
Portugal Prem,2022-12-28,Porto,Arouca,5,1,L,3.0,0.0,H,16.0,8.0,11.0,2.0,13.0,14.0,5.0,3.0,1.0,3.0,0.0,0.0,1.46,2.65,W,L
Premier League,2022-12-28,Leeds,Man City,1,3,W,0.0,1.0,A,9.0,26.0,1.0,9.0,11.0,14.0,3.0,5.0,3.0,3.0,0.0,0.0,1.43,2.83,L,W
Scottish Prem,2022-12-28,Hibernian,Celtic,0,4,W,0.0,2.0,A,6.0,20.0,1.0,7.0,9.0,7.0,5.0,14.0,0.0,0.0,0.0,0.0,1.51,2.48,L,W
Scottish Prem,2022-12-28,St Johnstone,Hearts,2,3,W,0.0,2.0,A,15.0,16.0,3.0,3.0,14.0,7.0,4.0,11.0,4.0,1.0,0.0,0.0,2.04,1.75,L,W
Scottish Prem,2022-12-28,Rangers,Motherwell,3,0,L,2.0,0.0,H,19.0,6.0,10.0,2.0,8.0,14.0,7.0,7.0,2.0,3.0,0.0,0.0,1.51,2.48,W,L
Scottish Prem,2022-12-28,Livingston,St Mirren,1,1,D,0.0,0.0,D,8.0,16.0,3.0,4.0,8.0,17.0,4.0,5.0,1.0,2.0,1.0,1.0,2.19,1.66,D,D
Scottish Prem,2022-12-28,Kilmarnock,Aberdeen,2,1,L,2.0,0.0,H,17.0,9.0,4.0,2.0,12.0,11.0,2.0,6.0,2.0,2.0,0.0,0.0,2.06,1.74,W,L
Scottish Prem,2022-12-28,Dundee United,Ross County,3,0,L,1.0,0.0,H,11.0,8.0,6.0,0.0,12.0,10.0,3.0,2.0,2.0,0.0,0.0,1.0,2.1,1.71,W,L
League Two,2022-12-29,Barrow,Tranmere,1,2,W,1.0,1.0,D,17.0,11.0,4.0,7.0,12.0,13.0,5.0,4.0,1.0,0.0,0.0,1.0,2.41,1.54,L,W
League Two,2022-12-29,Crewe,Carlisle,0,3,W,0.0,1.0,A,6.0,14.0,1.0,6.0,6.0,9.0,6.0,8.0,1.0,1.0,1.0,0.0,2.17,1.65,L,W
League Two,2022-12-29,Bradford,Harrogate,1,0,L,1.0,0.0,H,13.0,6.0,5.0,1.0,13.0,10.0,3.0,6.0,1.0,2.0,0.0,0.0,1.84,1.91,W,L
La Liga,2022-12-29,Betis,Ath Bilbao,0,0,D,0.0,0.0,D,9.0,10.0,5.0,0.0,8.0,17.0,2.0,6.0,1.0,4.0,1.0,0.0,1.98,1.86,D,D
Portugal Prem,2022-12-29,Gil Vicente,Santa Clara,1,0,L,1.0,0.0,H,14.0,10.0,5.0,1.0,17.0,14.0,4.0,9.0,3.0,2.0,0.0,0.0,2.17,1.68,W,L
Ligue 1,2022-12-29,Nice,Lens,0,0,D,0.0,0.0,D,9.0,10.0,5.0,2.0,11.0,18.0,4.0,6.0,2.0,3.0,0.0,0.0,2.19,1.69,D,D
Ligue 1,2022-12-29,Marseille,Toulouse,6,1,L,2.0,0.0,H,13.0,10.0,7.0,6.0,14.0,8.0,1.0,6.0,1.0,2.0,0.0,0.0,1.65,2.27,W,L
Ligue 1,2022-12-29,Reims,Rennes,3,1,L,2.0,1.0,H,10.0,11.0,4.0,5.0,8.0,8.0,4.0,6.0,2.0,2.0,0.0,0.0,1.86,1.96,W,L
Ligue 1,2022-12-29,Lorient,Montpellier,0,2,W,0.0,2.0,A,12.0,14.0,4.0,6.0,15.0,15.0,5.0,2.0,3.0,4.0,0.0,0.0,1.78,2.05,L,W
La Liga,2022-12-29,Girona,Vallecano,2,2,D,1.0,1.0,D,16.0,12.0,7.0,4.0,14.0,14.0,2.0,4.0,3.0,2.0,0.0,0.0,2.04,1.8,D,D
La Liga,2022-12-29,Ath Madrid,Elche,2,0,L,0.0,0.0,D,18.0,5.0,4.0,1.0,14.0,20.0,3.0,5.0,3.0,4.0,1.0,2.0,1.69,2.21,W,L
League One,2022-12-29,Sheffield Weds,Port Vale,2,0,L,1.0,0.0,H,8.0,8.0,2.0,1.0,10.0,11.0,3.0,3.0,1.0,2.0,0.0,0.0,1.99,1.79,W,L
League One,2022-12-29,Shrewsbury,Cheltenham,0,1,W,0.0,1.0,A,13.0,3.0,1.0,1.0,10.0,12.0,1.0,4.0,1.0,4.0,1.0,1.0,2.31,1.59,L,W
League One,2022-12-29,Plymouth,Wycombe,1,0,L,1.0,0.0,H,16.0,15.0,3.0,1.0,12.0,11.0,11.0,3.0,1.0,2.0,0.0,0.0,1.8,1.98,W,L
League One,2022-12-29,Portsmouth,Ipswich,2,2,D,1.0,1.0,D,7.0,14.0,2.0,5.0,13.0,13.0,3.0,3.0,1.0,1.0,0.0,0.0,2.03,1.76,D,D
Championship,2022-12-29,Blackburn,Middlesbrough,1,2,W,1.0,0.0,H,9.0,11.0,5.0,4.0,8.0,11.0,1.0,7.0,1.0,3.0,1.0,0.0,2.13,1.72,L,W
Championship,2022-12-29,Coventry,Cardiff,0,0,D,0.0,0.0,D,15.0,6.0,4.0,2.0,8.0,9.0,5.0,2.0,2.0,1.0,0.0,0.0,2.18,1.68,D,D
Championship,2022-12-29,Huddersfield,Rotherham,2,0,L,1.0,0.0,H,9.0,7.0,3.0,2.0,6.0,13.0,0.0,2.0,3.0,2.0,0.0,0.0,2.16,1.7,W,L
Championship,2022-12-29,Millwall,Bristol City,0,0,D,0.0,0.0,D,9.0,6.0,0.0,2.0,8.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,2.02,1.79,D,D
Championship,2022-12-29,Wigan,Sunderland,1,4,W,1.0,1.0,D,7.0,13.0,2.0,7.0,19.0,14.0,1.0,4.0,2.0,1.0,0.0,0.0,2.23,1.66,L,W
League Two,2022-12-29,Colchester,AFC Wimbledon,1,2,W,0.0,0.0,D,9.0,12.0,4.0,8.0,14.0,14.0,4.0,3.0,3.0,2.0,0.0,0.0,2.34,1.56,L,W
Championship,2022-12-29,West Brom,Preston,2,0,L,1.0,0.0,H,17.0,8.0,8.0,2.0,9.0,9.0,14.0,3.0,1.0,1.0,0.0,0.0,2.13,1.72,W,L
