Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HTR,AvgH,AvgD,AvgA,HF,AF,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,FTR,Avg>2.5,Avg<2.5,SHG,SAG
E2,2022-08-06,Shrewsbury,Accrington,0.0,1.0,0.0,0.0,D,2.21,3.33,3.18,13.0,7.0,13.0,11.0,4.0,2.0,8.0,7.0,0.0,2.0,1.0,0.0,A,2.03,1.76,0.0,1.0
E3,2022-08-06,Stevenage,Stockport,2.0,1.0,0.0,0.0,D,2.9,3.22,2.43,15.0,19.0,16.0,4.0,3.0,2.0,4.0,4.0,1.0,2.0,0.0,1.0,H,2.05,1.72,2.0,1.0
E1,2022-08-06,Stoke,Blackpool,2.0,0.0,1.0,0.0,H,2.07,3.35,3.71,10.0,8.0,20.0,10.0,7.0,0.0,5.0,6.0,2.0,2.0,0.0,0.0,H,2.12,1.72,1.0,0.0
F1,2022-08-06,Strasbourg,Monaco,1.0,2.0,0.0,1.0,A,2.6,3.36,2.75,18.0,15.0,11.0,24.0,7.0,11.0,3.0,7.0,0.0,2.0,0.0,0.0,A,1.97,1.85,1.0,1.0
E1,2022-08-06,Swansea,Blackburn,0.0,3.0,0.0,1.0,A,2.37,3.29,3.08,8.0,9.0,8.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,0.0,0.0,A,2.09,1.74,0.0,2.0
E3,2022-08-06,Swindon,Salford,0.0,0.0,0.0,0.0,D,2.21,3.36,3.16,15.0,6.0,9.0,15.0,2.0,4.0,3.0,6.0,6.0,1.0,1.0,0.0,D,1.92,1.84,0.0,0.0
E0,2022-08-06,Tottenham,Southampton,4.0,1.0,2.0,1.0,H,1.36,5.27,8.64,11.0,6.0,18.0,10.0,8.0,2.0,10.0,2.0,3.0,0.0,0.0,0.0,H,1.61,2.34,2.0,0.0
D1,2022-08-06,Union Berlin,Hertha,3.0,1.0,1.0,0.0,H,1.77,3.73,4.7,23.0,17.0,18.0,9.0,8.0,3.0,5.0,4.0,2.0,3.0,0.0,0.0,H,2.0,1.83,2.0,1.0
N1,2022-08-06,Waalwijk,Utrecht,2.0,2.0,2.0,0.0,H,3.67,3.65,1.96,8.0,10.0,11.0,11.0,3.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,D,1.78,2.03,0.0,2.0
D1,2022-08-06,Wolfsburg,Werder Bremen,2.0,2.0,1.0,2.0,A,1.88,3.74,4.06,11.0,14.0,13.0,10.0,3.0,5.0,2.0,5.0,2.0,2.0,0.0,0.0,D,1.78,2.06,1.0,0.0
N1,2022-08-07,AZ Alkmaar,Go Ahead Eagles,2.0,0.0,0.0,0.0,D,1.39,4.85,7.65,8.0,11.0,19.0,8.0,8.0,2.0,7.0,3.0,1.0,1.0,0.0,0.0,H,1.64,2.23,2.0,0.0
B1,2022-08-07,Anderlecht,Seraing,3.0,1.0,3.0,0.0,H,1.26,5.84,10.28,14.0,8.0,12.0,5.0,6.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,H,1.52,2.47,0.0,1.0
F1,2022-08-07,Angers,Nantes,0.0,0.0,0.0,0.0,D,2.73,3.22,2.71,15.0,13.0,16.0,14.0,6.0,4.0,3.0,6.0,3.0,3.0,0.0,0.0,D,2.13,1.72,0.0,0.0
B1,2022-08-07,Antwerp,Oud-Heverlee Leuven,4.0,2.0,2.0,1.0,H,1.6,4.17,5.05,7.0,11.0,17.0,8.0,4.0,4.0,8.0,7.0,2.0,1.0,0.0,0.0,H,1.67,2.18,2.0,1.0
SC0,2022-08-07,Dundee United,Livingston,0.0,1.0,0.0,0.0,D,2.37,3.12,3.12,11.0,14.0,10.0,11.0,3.0,4.0,9.0,4.0,2.0,3.0,0.0,0.0,A,2.33,1.58,0.0,1.0
D1,2022-08-07,FC Koln,Schalke 04,3.0,1.0,0.0,0.0,D,1.73,4.14,4.48,8.0,10.0,30.0,6.0,10.0,2.0,9.0,1.0,0.0,1.0,0.0,1.0,H,1.54,2.47,3.0,1.0
B1,2022-08-07,Gent,Westerlo,2.0,1.0,2.0,1.0,H,1.66,3.9,4.9,11.0,10.0,15.0,9.0,5.0,3.0,10.0,7.0,2.0,0.0,0.0,0.0,H,1.76,2.05,0.0,0.0
N1,2022-08-07,Groningen,Volendam,2.0,2.0,2.0,1.0,H,1.72,3.9,4.59,7.0,11.0,18.0,11.0,6.0,3.0,7.0,4.0,0.0,1.0,0.0,0.0,D,1.76,2.05,0.0,1.0
SC0,2022-08-07,Hibernian,Hearts,1.0,1.0,0.0,1.0,A,2.78,3.15,2.6,18.0,13.0,12.0,12.0,3.0,6.0,7.0,9.0,3.0,1.0,0.0,0.0,D,2.17,1.66,1.0,0.0
E0,2022-08-07,Leicester,Brentford,2.0,2.0,1.0,0.0,H,2.03,3.66,3.64,6.0,5.0,14.0,8.0,5.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,D,1.77,2.08,1.0,2.0
F1,2022-08-07,Lens,Brest,3.0,2.0,1.0,0.0,H,1.56,4.43,5.54,16.0,14.0,17.0,6.0,7.0,4.0,6.0,3.0,2.0,4.0,0.0,0.0,H,1.66,2.23,2.0,2.0
F1,2022-08-07,Lille,Auxerre,4.0,1.0,3.0,0.0,H,1.72,3.93,4.73,10.0,9.0,16.0,10.0,7.0,2.0,7.0,2.0,2.0,1.0,0.0,0.0,H,1.83,1.98,1.0,1.0
E0,2022-08-07,Man United,Brighton,1.0,2.0,0.0,2.0,A,1.62,4.01,5.68,7.0,12.0,17.0,15.0,5.0,4.0,6.0,2.0,4.0,1.0,0.0,0.0,A,1.89,1.93,1.0,0.0
F1,2022-08-07,Marseille,Reims,4.0,1.0,2.0,0.0,H,1.57,4.07,6.05,14.0,10.0,16.0,16.0,6.0,6.0,6.0,7.0,2.0,0.0,0.0,0.0,H,1.92,1.89,2.0,1.0
F1,2022-08-07,Montpellier,Troyes,3.0,2.0,2.0,2.0,D,2.19,3.42,3.35,13.0,10.0,17.0,15.0,6.0,10.0,3.0,6.0,1.0,0.0,0.0,0.0,H,1.91,1.9,1.0,0.0
N1,2022-08-07,Nijmegen,Twente,0.0,1.0,0.0,0.0,D,3.23,3.48,2.17,9.0,9.0,11.0,13.0,4.0,2.0,6.0,9.0,1.0,1.0,0.0,0.0,A,1.82,1.98,0.0,1.0
F1,2022-08-07,Rennes,Lorient,0.0,1.0,0.0,0.0,D,1.34,5.25,8.85,11.0,5.0,21.0,8.0,6.0,2.0,7.0,2.0,3.0,1.0,0.0,0.0,A,1.62,2.31,0.0,1.0
B1,2022-08-07,Standard,Cercle Brugge,2.0,0.0,2.0,0.0,H,2.7,3.38,2.51,15.0,17.0,10.0,6.0,7.0,3.0,6.0,6.0,1.0,2.0,0.0,0.0,H,1.91,1.88,0.0,0.0
D1,2022-08-07,Stuttgart,RB Leipzig,1.0,1.0,1.0,1.0,D,4.35,3.92,1.79,14.0,9.0,11.0,27.0,2.0,9.0,1.0,9.0,2.0,1.0,0.0,0.0,D,1.75,2.09,0.0,0.0
F1,2022-08-07,Toulouse,Nice,1.0,1.0,1.0,0.0,H,2.84,3.41,2.49,10.0,8.0,6.0,11.0,4.0,4.0,6.0,3.0,1.0,2.0,0.0,0.0,D,1.86,1.96,0.0,1.0
N1,2022-08-07,Vitesse,Feyenoord,2.0,5.0,1.0,2.0,A,3.75,3.9,1.87,9.0,12.0,9.0,16.0,3.0,8.0,5.0,6.0,2.0,1.0,0.0,0.0,A,1.64,2.25,1.0,3.0
E0,2022-08-07,West Ham,Man City,0.0,2.0,0.0,1.0,A,8.32,5.25,1.37,8.0,4.0,6.0,14.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,A,1.54,2.47,0.0,1.0
E1,2022-08-08,West Brom,Watford,1.0,1.0,1.0,1.0,D,2.39,3.2,3.09,7.0,13.0,19.0,5.0,7.0,3.0,12.0,0.0,2.0,1.0,0.0,0.0,D,2.18,1.67,0.0,0.0
N1,2022-08-12,Excelsior,Vitesse,3.0,1.0,2.0,1.0,H,3.5,3.88,1.96,10.0,18.0,11.0,22.0,6.0,6.0,1.0,8.0,0.0,0.0,0.0,1.0,H,1.59,2.35,1.0,0.0
D1,2022-08-12,Freiburg,Dortmund,1.0,3.0,1.0,0.0,H,3.06,3.74,2.25,16.0,10.0,16.0,16.0,7.0,7.0,9.0,2.0,1.0,3.0,0.0,0.0,A,1.58,2.4,0.0,3.0
F1,2022-08-12,Nantes,Lille,1.0,1.0,1.0,0.0,H,3.02,3.37,2.4,14.0,10.0,10.0,16.0,1.0,5.0,5.0,11.0,1.0,4.0,0.0,0.0,D,1.95,1.87,0.0,1.0
B1,2022-08-12,Oostende,Gent,1.0,3.0,1.0,2.0,A,4.74,4.0,1.66,9.0,7.0,8.0,13.0,2.0,7.0,2.0,6.0,3.0,1.0,0.0,0.0,A,1.72,2.1,0.0,1.0
SP1,2022-08-12,Osasuna,Sevilla,2.0,1.0,1.0,1.0,D,3.28,3.08,2.43,16.0,9.0,12.0,10.0,5.0,3.0,5.0,2.0,5.0,3.0,0.0,0.0,H,2.5,1.54,1.0,0.0
E1,2022-08-12,Watford,Burnley,1.0,0.0,1.0,0.0,H,2.37,3.22,3.14,13.0,12.0,5.0,11.0,1.0,4.0,3.0,6.0,1.0,1.0,1.0,0.0,H,2.15,1.71,0.0,0.0
E3,2022-08-13,AFC Wimbledon,Doncaster,2.0,2.0,0.0,0.0,D,1.96,3.47,3.71,17.0,8.0,16.0,13.0,6.0,4.0,3.0,11.0,2.0,4.0,0.0,0.0,D,1.98,1.79,2.0,2.0
SC0,2022-08-13,Aberdeen,Motherwell,2.0,3.0,1.0,1.0,D,1.79,3.49,4.66,9.0,10.0,14.0,19.0,3.0,6.0,5.0,12.0,1.0,2.0,0.0,0.0,A,2.14,1.68,1.0,2.0
E2,2022-08-13,Accrington,Burton,4.0,4.0,0.0,2.0,A,1.97,3.54,3.69,8.0,15.0,20.0,15.0,8.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,D,1.86,1.92,4.0,2.0
E0,2022-08-13,Arsenal,Leicester,4.0,2.0,2.0,0.0,H,1.55,4.37,6.04,15.0,9.0,19.0,6.0,7.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,H,1.69,2.21,2.0,2.0
E0,2022-08-13,Aston Villa,Everton,2.0,1.0,1.0,0.0,H,1.82,3.56,4.87,9.0,7.0,12.0,15.0,4.0,4.0,5.0,8.0,4.0,1.0,0.0,0.0,H,2.08,1.77,1.0,1.0
SP1,2022-08-13,Barcelona,Vallecano,0.0,0.0,0.0,0.0,D,1.21,6.79,14.2,16.0,14.0,21.0,4.0,6.0,2.0,8.0,0.0,3.0,6.0,1.0,0.0,D,1.5,2.58,0.0,0.0
E1,2022-08-13,Blackpool,Swansea,0.0,1.0,0.0,0.0,D,2.4,3.33,2.98,6.0,13.0,10.0,15.0,4.0,5.0,3.0,6.0,1.0,3.0,0.0,0.0,A,2.04,1.78,0.0,1.0
E3,2022-08-13,Bradford,Newport County,2.0,0.0,1.0,0.0,H,2.31,3.29,3.04,10.0,15.0,9.0,9.0,3.0,2.0,6.0,4.0,1.0,3.0,0.0,1.0,H,2.06,1.73,1.0,0.0
E0,2022-08-13,Brentford,Man United,4.0,0.0,4.0,0.0,H,3.77,3.56,2.02,6.0,15.0,13.0,15.0,7.0,4.0,8.0,2.0,0.0,4.0,0.0,0.0,H,1.82,2.02,0.0,0.0
E0,2022-08-13,Brighton,Newcastle,0.0,0.0,0.0,0.0,D,2.44,3.25,3.1,8.0,6.0,13.0,4.0,7.0,1.0,7.0,3.0,2.0,3.0,0.0,0.0,D,2.13,1.73,0.0,0.0
E2,2022-08-13,Bristol Rvs,Oxford,1.0,0.0,1.0,0.0,H,2.72,3.41,2.48,11.0,12.0,6.0,7.0,3.0,2.0,7.0,4.0,2.0,3.0,0.0,0.0,H,1.85,1.93,0.0,0.0
E2,2022-08-13,Cambridge,Exeter,2.0,1.0,0.0,1.0,A,2.78,3.32,2.48,4.0,8.0,16.0,17.0,5.0,2.0,8.0,7.0,3.0,2.0,0.0,0.0,H,1.96,1.81,2.0,0.0
E1,2022-08-13,Cardiff,Birmingham,1.0,0.0,1.0,0.0,H,2.29,3.25,3.25,9.0,12.0,16.0,4.0,7.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,H,2.19,1.68,0.0,0.0
E3,2022-08-13,Carlisle,Swindon,1.0,1.0,1.0,1.0,D,2.52,3.3,2.72,6.0,12.0,17.0,11.0,5.0,6.0,5.0,3.0,1.0,2.0,0.0,0.0,D,1.97,1.8,0.0,0.0
SP1,2022-08-13,Celta,Espanol,2.0,2.0,1.0,0.0,H,1.83,3.68,4.5,17.0,15.0,8.0,10.0,3.0,2.0,3.0,3.0,5.0,2.0,0.0,0.0,D,2.04,1.8,1.0,2.0
B1,2022-08-13,Cercle Brugge,Mechelen,0.0,0.0,0.0,0.0,D,2.1,3.55,3.29,9.0,13.0,12.0,10.0,2.0,4.0,8.0,8.0,1.0,3.0,0.0,0.0,D,1.76,2.05,0.0,0.0
E2,2022-08-13,Cheltenham,Portsmouth,0.0,2.0,0.0,1.0,A,3.25,3.47,2.14,10.0,16.0,13.0,16.0,2.0,5.0,5.0,3.0,2.0,1.0,0.0,0.0,A,1.85,1.92,0.0,1.0
E2,2022-08-13,Derby,Barnsley,2.0,1.0,2.0,0.0,H,1.85,3.42,4.35,7.0,13.0,6.0,8.0,2.0,2.0,6.0,5.0,1.0,1.0,0.0,0.0,H,2.16,1.67,0.0,1.0
N1,2022-08-13,FC Emmen,Waalwijk,1.0,1.0,0.0,0.0,D,1.91,3.65,3.86,15.0,15.0,11.0,12.0,5.0,2.0,3.0,4.0,3.0,1.0,0.0,0.0,D,1.85,1.95,1.0,1.0
N1,2022-08-13,Feyenoord,Heerenveen,0.0,0.0,0.0,0.0,D,1.29,5.79,8.97,8.0,6.0,19.0,8.0,11.0,3.0,7.0,2.0,1.0,2.0,0.0,0.0,D,1.45,2.67,0.0,0.0
N1,2022-08-13,Go Ahead Eagles,PSV Eindhoven,2.0,5.0,1.0,3.0,A,7.89,5.12,1.36,13.0,8.0,11.0,23.0,4.0,11.0,6.0,6.0,1.0,0.0,1.0,0.0,A,1.56,2.39,1.0,2.0
E3,2022-08-13,Harrogate,Crawley Town,0.0,0.0,0.0,0.0,D,2.24,3.41,3.05,9.0,9.0,15.0,11.0,5.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,D,1.81,1.95,0.0,0.0
D1,2022-08-13,Hertha,Ein Frankfurt,1.0,1.0,1.0,0.0,H,3.05,3.52,2.32,11.0,11.0,11.0,11.0,5.0,1.0,4.0,5.0,3.0,1.0,0.0,0.0,D,1.79,2.06,0.0,1.0
D1,2022-08-13,Hoffenheim,Bochum,3.0,2.0,2.0,2.0,D,1.58,4.47,5.38,13.0,10.0,24.0,11.0,13.0,5.0,8.0,2.0,1.0,1.0,0.0,0.0,H,1.51,2.59,1.0,0.0
E1,2022-08-13,Huddersfield,Stoke,3.0,1.0,1.0,0.0,H,2.76,3.19,2.66,9.0,9.0,10.0,18.0,5.0,5.0,3.0,3.0,1.0,3.0,0.0,0.0,H,2.27,1.63,2.0,1.0
E1,2022-08-13,Hull,Norwich,2.0,1.0,1.0,0.0,H,3.58,3.47,2.06,15.0,6.0,13.0,18.0,4.0,12.0,2.0,11.0,1.0,1.0,0.0,0.0,H,2.03,1.78,1.0,1.0
E2,2022-08-13,Ipswich,Milton Keynes Dons,3.0,0.0,2.0,0.0,H,1.8,3.54,4.41,8.0,6.0,18.0,6.0,9.0,2.0,10.0,3.0,0.0,1.0,0.0,0.0,H,2.03,1.76,1.0,0.0
I1,2022-08-13,Lecce,Inter,1.0,2.0,0.0,1.0,A,10.22,5.67,1.3,21.0,19.0,10.0,19.0,4.0,9.0,6.0,8.0,4.0,2.0,0.0,0.0,A,1.6,2.37,1.0,1.0
D1,2022-08-13,Leverkusen,Augsburg,1.0,2.0,1.0,1.0,D,1.33,5.63,9.07,7.0,16.0,23.0,6.0,10.0,4.0,7.0,3.0,1.0,6.0,0.0,0.0,A,1.46,2.72,0.0,1.0
E3,2022-08-13,Leyton Orient,Mansfield,1.0,0.0,0.0,0.0,D,2.72,3.26,2.55,10.0,7.0,6.0,16.0,3.0,7.0,4.0,9.0,4.0,2.0,0.0,0.0,H,2.05,1.73,1.0,0.0
E2,2022-08-13,Lincoln,Forest Green,1.0,1.0,0.0,0.0,D,2.48,3.3,2.8,9.0,8.0,17.0,9.0,3.0,4.0,5.0,4.0,3.0,3.0,0.0,0.0,D,1.98,1.8,1.0,1.0
SC0,2022-08-13,Livingston,Hibernian,2.0,1.0,1.0,0.0,H,3.16,3.05,2.41,15.0,10.0,12.0,23.0,6.0,5.0,3.0,14.0,1.0,2.0,0.0,0.0,H,2.44,1.53,1.0,1.0
E1,2022-08-13,Luton,Preston,0.0,1.0,0.0,1.0,A,2.31,3.31,3.14,11.0,12.0,18.0,7.0,2.0,5.0,8.0,3.0,0.0,6.0,0.0,0.0,A,2.08,1.75,0.0,0.0
E0,2022-08-13,Man City,Bournemouth,4.0,0.0,3.0,0.0,H,1.07,12.72,37.57,9.0,9.0,19.0,3.0,7.0,1.0,11.0,1.0,0.0,3.0,0.0,0.0,H,1.33,3.35,1.0,0.0
I1,2022-08-13,Milan,Udinese,4.0,2.0,2.0,2.0,D,1.41,4.75,8.14,16.0,13.0,14.0,9.0,5.0,4.0,5.0,1.0,1.0,4.0,0.0,0.0,H,1.73,2.14,2.0,0.0
E1,2022-08-13,Millwall,Coventry,3.0,2.0,1.0,2.0,A,2.45,3.16,3.06,8.0,13.0,13.0,17.0,6.0,7.0,3.0,6.0,4.0,2.0,0.0,1.0,H,2.35,1.6,2.0,0.0
F1,2022-08-13,Monaco,Rennes,1.0,1.0,0.0,0.0,D,2.17,3.6,3.26,6.0,11.0,12.0,24.0,4.0,8.0,1.0,6.0,0.0,3.0,1.0,0.0,D,1.76,2.08,1.0,1.0
I1,2022-08-13,Monza,Torino,1.0,2.0,0.0,1.0,A,2.58,3.29,2.84,6.0,17.0,15.0,13.0,4.0,6.0,2.0,7.0,1.0,2.0,0.0,0.0,A,2.09,1.76,1.0,1.0
E2,2022-08-13,Morecambe,Fleetwood Town,1.0,1.0,1.0,0.0,H,2.47,3.29,2.81,13.0,11.0,15.0,19.0,7.0,5.0,5.0,7.0,2.0,1.0,0.0,1.0,D,1.99,1.79,0.0,1.0
E3,2022-08-13,Northampton,Hartlepool,2.0,1.0,1.0,1.0,D,1.81,3.5,4.39,7.0,8.0,20.0,11.0,10.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,H,2.14,1.67,1.0,0.0
F1,2022-08-13,Paris SG,Montpellier,5.0,2.0,2.0,0.0,H,1.1,11.08,24.23,15.0,18.0,20.0,7.0,10.0,4.0,11.0,0.0,2.0,1.0,0.0,0.0,H,1.22,4.25,3.0,2.0
E2,2022-08-13,Plymouth,Peterboro,2.0,0.0,1.0,0.0,H,2.5,3.44,2.69,11.0,15.0,17.0,5.0,8.0,3.0,5.0,5.0,2.0,2.0,0.0,0.0,H,1.8,1.98,1.0,0.0
E2,2022-08-13,Port Vale,Bolton,0.0,0.0,0.0,0.0,D,3.13,3.4,2.22,9.0,11.0,17.0,13.0,4.0,5.0,3.0,7.0,2.0,1.0,0.0,1.0,D,2.0,1.79,0.0,0.0
D1,2022-08-13,RB Leipzig,FC Koln,2.0,2.0,1.0,1.0,D,1.44,4.85,7.05,8.0,18.0,9.0,12.0,5.0,3.0,2.0,7.0,1.0,4.0,1.0,0.0,D,1.57,2.41,1.0,1.0
SC0,2022-08-13,Rangers,St Johnstone,4.0,0.0,1.0,0.0,H,1.18,6.65,16.91,9.0,10.0,24.0,4.0,8.0,1.0,9.0,1.0,1.0,2.0,0.0,0.0,H,1.69,2.15,3.0,0.0
E3,2022-08-13,Rochdale,Grimsby,0.0,1.0,0.0,0.0,D,2.36,3.28,2.96,12.0,17.0,16.0,14.0,3.0,5.0,8.0,5.0,4.0,2.0,0.0,0.0,A,1.98,1.79,0.0,1.0
E1,2022-08-13,Rotherham,Reading,4.0,0.0,4.0,0.0,H,2.14,3.39,3.43,5.0,8.0,11.0,12.0,4.0,6.0,5.0,7.0,0.0,2.0,0.0,0.0,H,2.04,1.78,0.0,0.0
E3,2022-08-13,Salford,Crewe,3.0,0.0,1.0,0.0,H,1.9,3.45,4.04,11.0,16.0,17.0,3.0,6.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,H,2.03,1.75,2.0,0.0
I1,2022-08-13,Sampdoria,Atalanta,0.0,2.0,0.0,1.0,A,4.45,3.91,1.77,13.0,21.0,11.0,9.0,1.0,3.0,3.0,2.0,4.0,6.0,0.0,0.0,A,1.69,2.18,0.0,1.0
D1,2022-08-13,Schalke 04,M'gladbach,2.0,2.0,1.0,0.0,H,3.12,3.75,2.21,12.0,8.0,14.0,14.0,5.0,9.0,2.0,7.0,4.0,2.0,0.0,0.0,D,1.55,2.46,1.0,2.0
B1,2022-08-13,Seraing,Charleroi,0.0,1.0,0.0,0.0,D,4.07,3.72,1.83,8.0,13.0,11.0,13.0,3.0,5.0,4.0,6.0,2.0,2.0,0.0,0.0,A,1.81,1.99,0.0,1.0
E2,2022-08-13,Sheffield Weds,Charlton,1.0,0.0,0.0,0.0,D,1.65,3.77,5.25,16.0,13.0,7.0,11.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,H,2.0,1.78,1.0,0.0
E0,2022-08-13,Southampton,Leeds,2.0,2.0,0.0,0.0,D,2.32,3.51,3.1,10.0,12.0,14.0,13.0,4.0,5.0,2.0,5.0,1.0,3.0,0.0,0.0,D,1.73,2.13,2.0,2.0
SC0,2022-08-13,St Mirren,Ross County,1.0,0.0,0.0,0.0,D,2.35,3.24,3.06,10.0,10.0,8.0,5.0,2.0,1.0,6.0,5.0,1.0,1.0,0.0,0.0,H,2.15,1.68,1.0,0.0
B1,2022-08-13,St. Gilloise,Kortrijk,2.0,1.0,1.0,0.0,H,1.44,4.53,6.84,22.0,11.0,17.0,6.0,9.0,2.0,5.0,1.0,0.0,3.0,0.0,0.0,H,1.72,2.1,1.0,1.0
E3,2022-08-13,Stockport,Colchester,1.0,0.0,0.0,0.0,D,1.64,3.91,4.99,10.0,13.0,21.0,2.0,7.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,H,1.84,1.92,1.0,0.0
E1,2022-08-13,Sunderland,QPR,2.0,2.0,2.0,0.0,H,2.11,3.46,3.47,12.0,9.0,16.0,20.0,8.0,4.0,4.0,3.0,3.0,2.0,0.0,0.0,D,1.98,1.83,0.0,2.0
E3,2022-08-13,Sutton,Barrow,1.0,0.0,0.0,0.0,D,2.01,3.32,3.73,14.0,8.0,9.0,7.0,6.0,3.0,4.0,5.0,0.0,1.0,0.0,0.0,H,2.07,1.72,1.0,0.0
E3,2022-08-13,Tranmere,Gillingham,3.0,0.0,1.0,0.0,H,2.42,3.09,3.02,10.0,7.0,11.0,9.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,H,2.27,1.6,2.0,0.0
N1,2022-08-13,Utrecht,Cambuur,0.0,0.0,0.0,0.0,D,1.48,4.66,6.12,11.0,14.0,15.0,21.0,6.0,10.0,7.0,4.0,3.0,1.0,0.0,0.0,D,1.47,2.64,0.0,0.0
SP1,2022-08-13,Valladolid,Villarreal,0.0,3.0,0.0,0.0,D,3.93,3.66,1.94,6.0,10.0,12.0,10.0,6.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,A,1.95,1.87,0.0,3.0
E3,2022-08-13,Walsall,Stevenage,1.0,1.0,1.0,0.0,H,2.65,3.13,2.71,13.0,12.0,6.0,14.0,1.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,D,2.23,1.62,0.0,1.0
D1,2022-08-13,Werder Bremen,Stuttgart,2.0,2.0,1.0,1.0,D,2.33,3.59,2.99,6.0,10.0,5.0,14.0,3.0,7.0,2.0,5.0,4.0,2.0,0.0,0.0,D,1.67,2.24,1.0,1.0
B1,2022-08-13,Westerlo,Standard,4.0,2.0,1.0,0.0,H,2.07,3.37,3.53,3.0,11.0,14.0,12.0,5.0,6.0,4.0,6.0,2.0,6.0,0.0,1.0,H,1.94,1.85,3.0,2.0
E1,2022-08-13,Wigan,Bristol City,1.0,1.0,0.0,1.0,A,2.23,3.4,3.23,10.0,13.0,13.0,5.0,3.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,D,1.98,1.83,1.0,0.0
E0,2022-08-13,Wolves,Fulham,0.0,0.0,0.0,0.0,D,2.4,3.28,3.15,7.0,14.0,7.0,9.0,1.0,3.0,5.0,3.0,3.0,3.0,0.0,0.0,D,2.11,1.75,0.0,0.0
E2,2022-08-13,Wycombe,Shrewsbury,1.0,2.0,0.0,0.0,D,1.96,3.4,3.87,7.0,13.0,18.0,6.0,9.0,2.0,12.0,4.0,3.0,0.0,0.0,0.0,A,2.1,1.71,1.0,2.0
F1,2022-08-14,Ajaccio,Lens,0.0,0.0,0.0,0.0,D,3.16,3.25,2.36,16.0,18.0,9.0,12.0,2.0,3.0,1.0,3.0,5.0,2.0,0.0,0.0,D,2.22,1.67,0.0,0.0
N1,2022-08-14,Ajax,Groningen,6.0,1.0,3.0,1.0,H,1.16,7.97,14.63,4.0,6.0,24.0,4.0,11.0,2.0,7.0,3.0,1.0,0.0,0.0,0.0,H,1.32,3.32,3.0,0.0
SP1,2022-08-14,Almeria,Real Madrid,1.0,2.0,1.0,0.0,H,7.17,4.91,1.42,11.0,4.0,10.0,29.0,6.0,15.0,2.0,15.0,3.0,1.0,0.0,0.0,A,1.58,2.38,0.0,2.0
F1,2022-08-14,Auxerre,Angers,2.0,2.0,2.0,1.0,H,2.23,3.27,3.42,10.0,16.0,11.0,11.0,4.0,2.0,4.0,5.0,5.0,3.0,1.0,0.0,D,2.11,1.74,0.0,1.0
D1,2022-08-14,Bayern Munich,Wolfsburg,2.0,0.0,2.0,0.0,H,1.15,9.11,16.45,7.0,10.0,24.0,7.0,8.0,1.0,8.0,4.0,2.0,1.0,0.0,0.0,H,1.22,4.26,0.0,0.0
E1,2022-08-14,Blackburn,West Brom,2.0,1.0,1.0,0.0,H,2.75,3.24,2.62,14.0,16.0,7.0,13.0,2.0,4.0,1.0,5.0,4.0,1.0,0.0,0.0,H,2.16,1.7,1.0,1.0
F1,2022-08-14,Brest,Marseille,1.0,1.0,0.0,1.0,A,4.11,3.83,1.84,10.0,15.0,17.0,5.0,5.0,2.0,7.0,5.0,1.0,4.0,0.0,0.0,D,1.73,2.13,1.0,0.0
SP1,2022-08-14,Cadiz,Sociedad,0.0,1.0,0.0,1.0,A,3.55,3.24,2.2,9.0,20.0,7.0,15.0,2.0,7.0,3.0,6.0,4.0,2.0,0.0,0.0,A,2.38,1.59,0.0,0.0
E0,2022-08-14,Chelsea,Tottenham,2.0,2.0,1.0,0.0,H,2.29,3.44,3.21,9.0,9.0,16.0,10.0,3.0,5.0,8.0,5.0,3.0,0.0,0.0,0.0,D,1.94,1.89,1.0,2.0
B1,2022-08-14,Eupen,Antwerp,0.0,1.0,0.0,0.0,D,3.65,3.75,1.91,12.0,9.0,16.0,9.0,5.0,3.0,6.0,3.0,4.0,0.0,0.0,0.0,A,1.65,2.2,0.0,1.0
I1,2022-08-14,Fiorentina,Cremonese,3.0,2.0,2.0,1.0,H,1.38,5.02,8.16,10.0,19.0,27.0,13.0,11.0,4.0,11.0,4.0,0.0,3.0,0.0,1.0,H,1.63,2.25,1.0,1.0
