Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HTR,AvgH,AvgD,AvgA,HF,AF,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,FTR,Avg>2.5,Avg<2.5,SHG,SAG
D1,2023-12-19,Werder Bremen,RB Leipzig,1.0,1.0,0.0,0.0,D,5.06,4.62,1.6,15.0,9.0,11.0,18.0,3.0,9.0,1.0,4.0,4.0,2.0,0.0,0.0,D,1.45,2.76,1.0,1.0
SC0,2023-12-20,Aberdeen,Livingston,2.0,1.0,1.0,1.0,D,1.69,3.8,4.86,8.0,15.0,11.0,11.0,6.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,H,2.01,1.78,1.0,0.0
T1,2023-12-20,Antalyaspor,Kasimpasa,0.0,0.0,0.0,0.0,D,1.73,3.96,4.35,10.0,11.0,9.0,6.0,1.0,3.0,5.0,11.0,2.0,2.0,0.0,0.0,D,1.65,2.22,0.0,0.0
SP1,2023-12-20,Ath Bilbao,Las Palmas,1.0,0.0,0.0,0.0,D,1.39,4.88,8.3,12.0,11.0,19.0,5.0,10.0,1.0,5.0,2.0,1.0,3.0,0.0,0.0,H,1.79,2.06,1.0,0.0
SP1,2023-12-20,Barcelona,Almeria,3.0,2.0,1.0,1.0,D,1.14,9.55,16.82,16.0,9.0,30.0,10.0,11.0,5.0,12.0,0.0,3.0,3.0,0.0,0.0,H,1.26,3.87,2.0,1.0
F1,2023-12-20,Brest,Lorient,4.0,0.0,4.0,0.0,H,1.61,4.0,5.71,8.0,17.0,12.0,7.0,7.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,H,1.94,1.88,0.0,0.0
B1,2023-12-20,Cercle Brugge,Kortrijk,3.0,0.0,1.0,0.0,H,1.34,5.16,8.29,8.0,14.0,24.0,6.0,13.0,1.0,7.0,5.0,2.0,3.0,0.0,0.0,H,1.58,2.34,2.0,0.0
F1,2023-12-20,Clermont,Rennes,1.0,3.0,1.0,0.0,H,3.35,3.39,2.21,8.0,11.0,14.0,25.0,6.0,11.0,4.0,5.0,0.0,3.0,1.0,0.0,A,2.04,1.79,0.0,3.0
D1,2023-12-20,Ein Frankfurt,M'gladbach,2.0,1.0,0.0,1.0,A,1.87,3.97,3.91,11.0,14.0,15.0,7.0,7.0,2.0,8.0,2.0,1.0,6.0,0.0,1.0,H,1.61,2.34,2.0,0.0
T1,2023-12-20,Galatasaray,Karagumruk,1.0,0.0,1.0,0.0,H,1.23,6.29,10.88,11.0,11.0,18.0,7.0,8.0,3.0,7.0,4.0,3.0,3.0,0.0,0.0,H,1.47,2.61,0.0,0.0
D1,2023-12-20,Heidenheim,Freiburg,3.0,2.0,0.0,1.0,A,2.85,3.59,2.43,20.0,12.0,14.0,10.0,3.0,4.0,7.0,4.0,3.0,4.0,0.0,0.0,H,1.74,2.12,3.0,1.0
T1,2023-12-20,Kayserispor,Fenerbahce,3.0,4.0,1.0,2.0,A,6.24,4.71,1.45,22.0,11.0,16.0,13.0,6.0,6.0,5.0,3.0,2.0,5.0,0.0,2.0,A,1.5,2.53,2.0,2.0
D1,2023-12-20,Leverkusen,Bochum,4.0,0.0,3.0,0.0,H,1.19,7.95,13.9,7.0,12.0,15.0,6.0,8.0,1.0,4.0,3.0,0.0,2.0,0.0,0.0,H,1.37,3.11,1.0,0.0
F1,2023-12-20,Lyon,Nantes,1.0,0.0,0.0,0.0,D,1.69,4.13,4.73,8.0,14.0,8.0,7.0,7.0,0.0,7.0,7.0,1.0,2.0,1.0,0.0,H,1.75,2.11,1.0,0.0
B1,2023-12-20,Mechelen,Standard,3.0,0.0,1.0,0.0,H,2.46,3.32,2.82,8.0,8.0,28.0,14.0,8.0,3.0,5.0,3.0,2.0,0.0,0.0,1.0,H,1.95,1.84,2.0,0.0
F1,2023-12-20,Montpellier,Marseille,1.0,1.0,1.0,0.0,H,3.43,3.63,2.09,21.0,13.0,12.0,17.0,6.0,4.0,5.0,10.0,2.0,1.0,0.0,0.0,D,1.8,2.04,0.0,1.0
F1,2023-12-20,Nice,Lens,2.0,0.0,0.0,0.0,D,2.32,3.2,3.34,14.0,11.0,14.0,10.0,5.0,3.0,5.0,6.0,2.0,2.0,0.0,0.0,H,2.27,1.65,2.0,0.0
F1,2023-12-20,Paris SG,Metz,3.0,1.0,0.0,0.0,D,1.15,8.69,17.31,6.0,9.0,13.0,3.0,5.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,H,1.36,3.14,3.0,1.0
SC0,2023-12-20,Rangers,St Johnstone,2.0,0.0,1.0,0.0,H,1.12,8.49,19.73,7.0,11.0,28.0,2.0,8.0,0.0,10.0,2.0,2.0,2.0,0.0,1.0,H,1.44,2.67,1.0,0.0
F1,2023-12-20,Reims,Le Havre,1.0,0.0,1.0,0.0,H,1.69,3.93,5.0,7.0,6.0,22.0,4.0,7.0,1.0,6.0,2.0,1.0,1.0,0.0,1.0,H,1.91,1.91,0.0,0.0
F1,2023-12-20,Strasbourg,Lille,2.0,1.0,1.0,1.0,D,3.88,3.51,1.99,19.0,10.0,9.0,9.0,2.0,2.0,6.0,5.0,1.0,2.0,0.0,0.0,H,2.05,1.79,1.0,0.0
D1,2023-12-20,Stuttgart,Augsburg,3.0,0.0,2.0,0.0,H,1.37,5.34,7.83,8.0,14.0,17.0,6.0,7.0,5.0,4.0,4.0,0.0,4.0,0.0,0.0,H,1.48,2.67,1.0,0.0
F1,2023-12-20,Toulouse,Monaco,1.0,2.0,1.0,2.0,A,4.24,3.97,1.79,17.0,10.0,20.0,12.0,5.0,4.0,4.0,5.0,2.0,3.0,0.0,1.0,A,1.64,2.27,0.0,0.0
D1,2023-12-20,Union Berlin,FC Koln,2.0,0.0,0.0,0.0,D,1.95,3.58,4.02,10.0,7.0,12.0,15.0,8.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,H,2.0,1.84,2.0,0.0
SP1,2023-12-20,Villarreal,Celta,3.0,2.0,2.0,0.0,H,2.41,3.53,2.9,16.0,15.0,12.0,15.0,8.0,5.0,4.0,7.0,2.0,4.0,0.0,0.0,H,1.85,1.99,1.0,2.0
D1,2023-12-20,Wolfsburg,Bayern Munich,1.0,2.0,1.0,2.0,A,7.57,5.63,1.36,14.0,12.0,5.0,20.0,4.0,7.0,0.0,6.0,4.0,2.0,0.0,0.0,A,1.39,3.01,0.0,0.0
SP1,2023-12-21,Alaves,Real Madrid,0.0,1.0,0.0,0.0,D,5.78,4.27,1.57,18.0,13.0,8.0,9.0,2.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,A,1.78,2.07,0.0,1.0
T1,2023-12-21,Ankaragucu,Hatayspor,0.0,0.0,0.0,0.0,D,1.95,3.66,3.6,9.0,15.0,13.0,11.0,4.0,5.0,6.0,5.0,0.0,2.0,0.0,0.0,D,1.8,1.99,0.0,0.0
T1,2023-12-21,Besiktas,Alanyaspor,1.0,3.0,1.0,1.0,D,1.5,4.42,5.8,16.0,7.0,16.0,10.0,3.0,3.0,10.0,3.0,3.0,2.0,0.0,0.0,A,1.65,2.23,0.0,2.0
SP1,2023-12-21,Betis,Girona,1.0,1.0,0.0,1.0,A,2.8,3.61,2.43,6.0,9.0,21.0,12.0,4.0,4.0,7.0,6.0,2.0,2.0,0.0,0.0,D,1.74,2.12,1.0,0.0
SP1,2023-12-21,Cadiz,Sociedad,0.0,0.0,0.0,0.0,D,4.61,3.46,1.85,16.0,15.0,10.0,8.0,2.0,1.0,7.0,5.0,3.0,1.0,0.0,0.0,D,2.27,1.65,0.0,0.0
E0,2023-12-21,Crystal Palace,Brighton,1.0,1.0,1.0,0.0,H,3.35,3.5,2.18,12.0,11.0,11.0,18.0,3.0,6.0,3.0,1.0,5.0,2.0,0.0,0.0,D,1.92,1.92,0.0,1.0
E2,2023-12-21,Derby,Lincoln,3.0,1.0,1.0,1.0,D,1.49,4.13,6.47,13.0,6.0,10.0,6.0,5.0,2.0,4.0,3.0,2.0,3.0,0.0,0.0,H,1.99,1.78,2.0,0.0
B1,2023-12-21,Gent,Oud-Heverlee Leuven,4.0,0.0,1.0,0.0,H,1.3,5.79,8.52,6.0,12.0,21.0,9.0,6.0,2.0,8.0,3.0,0.0,1.0,0.0,0.0,H,1.36,3.04,3.0,0.0
SP1,2023-12-21,Mallorca,Osasuna,3.0,2.0,1.0,1.0,D,2.37,3.0,3.45,11.0,12.0,15.0,12.0,8.0,7.0,6.0,0.0,3.0,1.0,0.0,0.0,H,2.78,1.45,2.0,1.0
T1,2023-12-21,Rizespor,Pendikspor,5.0,1.0,3.0,1.0,H,1.9,3.7,3.74,9.0,11.0,8.0,12.0,5.0,5.0,5.0,6.0,2.0,3.0,0.0,1.0,H,1.73,2.09,2.0,0.0
T1,2023-12-21,Samsunspor,Konyaspor,1.0,1.0,0.0,1.0,A,2.03,3.52,3.48,18.0,11.0,8.0,12.0,3.0,2.0,4.0,8.0,3.0,0.0,0.0,0.0,D,1.92,1.87,1.0,0.0
E0,2023-12-22,Aston Villa,Sheffield United,1.0,1.0,0.0,0.0,D,1.24,6.67,11.7,11.0,16.0,12.0,5.0,4.0,2.0,9.0,1.0,3.0,3.0,0.0,0.0,D,1.46,2.74,1.0,1.0
E1,2023-12-22,Bristol City,Hull,3.0,2.0,1.0,2.0,A,2.73,3.23,2.65,9.0,11.0,21.0,16.0,5.0,4.0,7.0,6.0,2.0,3.0,0.0,0.0,H,2.15,1.7,2.0,0.0
E2,2023-12-22,Cambridge,Exeter,2.0,0.0,1.0,0.0,H,2.04,3.22,3.78,5.0,13.0,18.0,9.0,4.0,4.0,5.0,6.0,0.0,2.0,0.0,0.0,H,2.29,1.6,1.0,0.0
E3,2023-12-22,Colchester,Salford,2.0,1.0,1.0,0.0,H,2.07,3.55,3.3,11.0,10.0,11.0,11.0,5.0,4.0,9.0,7.0,5.0,1.0,0.0,0.0,H,1.66,2.15,1.0,1.0
E3,2023-12-22,Crawley Town,AFC Wimbledon,1.0,2.0,0.0,2.0,A,3.66,3.55,1.96,11.0,11.0,18.0,12.0,7.0,2.0,6.0,5.0,2.0,3.0,0.0,1.0,A,1.75,2.01,1.0,0.0
E3,2023-12-22,Crewe,Barrow,1.0,3.0,0.0,1.0,A,2.49,3.38,2.7,12.0,10.0,7.0,11.0,3.0,6.0,5.0,2.0,4.0,4.0,0.0,0.0,A,1.9,1.85,1.0,2.0
E3,2023-12-22,Doncaster,Bradford,1.0,3.0,1.0,2.0,A,2.93,3.23,2.41,9.0,13.0,7.0,13.0,2.0,5.0,9.0,4.0,1.0,1.0,0.0,0.0,A,2.04,1.73,0.0,1.0
I1,2023-12-22,Empoli,Lazio,0.0,2.0,0.0,1.0,A,4.13,3.44,1.96,6.0,17.0,21.0,14.0,7.0,7.0,8.0,9.0,3.0,2.0,0.0,0.0,A,2.16,1.71,0.0,1.0
E3,2023-12-22,Forest Green,Gillingham,0.0,0.0,0.0,0.0,D,2.69,3.28,2.55,11.0,9.0,11.0,11.0,4.0,3.0,3.0,8.0,2.0,1.0,0.0,0.0,D,2.01,1.75,0.0,0.0
I1,2023-12-22,Monza,Fiorentina,0.0,1.0,0.0,1.0,A,2.9,3.25,2.55,12.0,16.0,7.0,14.0,2.0,5.0,1.0,4.0,3.0,4.0,0.0,0.0,A,2.1,1.76,0.0,0.0
B1,2023-12-22,RWD Molenbeek,Club Brugge,1.0,6.0,0.0,3.0,A,8.03,4.94,1.36,9.0,8.0,10.0,15.0,3.0,10.0,2.0,8.0,1.0,2.0,0.0,0.0,A,1.63,2.23,1.0,3.0
I1,2023-12-22,Salernitana,Milan,2.0,2.0,1.0,1.0,D,7.31,4.79,1.43,16.0,11.0,19.0,21.0,7.0,9.0,6.0,6.0,3.0,1.0,1.0,0.0,D,1.65,2.27,1.0,1.0
I1,2023-12-22,Sassuolo,Genoa,1.0,2.0,1.0,0.0,H,2.28,3.38,3.22,11.0,9.0,12.0,14.0,3.0,5.0,3.0,6.0,2.0,1.0,0.0,0.0,A,1.96,1.87,0.0,2.0
E3,2023-12-22,Stockport,Notts County,2.0,1.0,1.0,0.0,H,1.66,3.93,4.73,14.0,6.0,9.0,12.0,5.0,3.0,4.0,3.0,4.0,2.0,0.0,0.0,H,1.68,2.13,1.0,1.0
E1,2023-12-22,Swansea,Preston,2.0,1.0,0.0,0.0,D,2.1,3.41,3.53,10.0,8.0,10.0,9.0,4.0,4.0,4.0,3.0,4.0,2.0,0.0,0.0,H,2.06,1.76,2.0,1.0
E3,2023-12-23,Accrington,Walsall,2.0,1.0,1.0,1.0,D,2.32,3.54,2.8,11.0,6.0,13.0,13.0,6.0,1.0,9.0,7.0,1.0,0.0,0.0,0.0,H,1.77,1.98,1.0,0.0
B1,2023-12-23,Anderlecht,Genk,2.0,1.0,0.0,0.0,D,2.26,3.53,2.97,7.0,15.0,9.0,20.0,3.0,7.0,1.0,8.0,1.0,2.0,0.0,0.0,H,1.65,2.2,2.0,1.0
B1,2023-12-23,Antwerp,Westerlo,2.0,2.0,1.0,0.0,H,1.35,5.13,7.9,5.0,7.0,15.0,12.0,6.0,6.0,8.0,2.0,2.0,1.0,0.0,0.0,D,1.53,2.45,1.0,2.0
SP1,2023-12-23,Ath Madrid,Sevilla,1.0,0.0,0.0,0.0,D,1.53,4.46,6.04,12.0,19.0,12.0,8.0,4.0,2.0,6.0,5.0,7.0,3.0,1.0,0.0,H,1.71,2.18,1.0,0.0
I2,2023-12-23,Bari,Cosenza,0.0,0.0,0.0,0.0,D,2.14,3.1,3.64,15.0,19.0,16.0,14.0,4.0,2.0,7.0,7.0,5.0,4.0,0.0,1.0,D,2.33,1.58,0.0,0.0
E2,2023-12-23,Barnsley,Stevenage,2.0,1.0,1.0,1.0,D,2.21,3.35,3.17,12.0,11.0,9.0,14.0,5.0,4.0,1.0,4.0,3.0,1.0,0.0,0.0,H,2.0,1.77,1.0,0.0
E1,2023-12-23,Blackburn,Watford,1.0,2.0,1.0,0.0,H,2.28,3.56,2.99,12.0,8.0,11.0,18.0,5.0,6.0,7.0,5.0,2.0,3.0,0.0,0.0,A,1.71,2.14,0.0,2.0
E2,2023-12-23,Blackpool,Bristol Rvs,3.0,1.0,1.0,1.0,D,1.77,3.76,4.25,4.0,15.0,10.0,10.0,6.0,7.0,4.0,5.0,2.0,0.0,0.0,0.0,H,1.76,2.01,2.0,0.0
I1,2023-12-23,Bologna,Atalanta,1.0,0.0,0.0,0.0,D,2.73,3.17,2.77,10.0,14.0,9.0,12.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0,H,2.12,1.74,1.0,0.0
E2,2023-12-23,Bolton,Leyton Orient,3.0,2.0,3.0,0.0,H,1.58,3.96,5.47,11.0,17.0,10.0,16.0,5.0,4.0,2.0,6.0,0.0,4.0,0.0,0.0,H,1.85,1.91,0.0,2.0
E2,2023-12-23,Carlisle,Cheltenham,0.0,1.0,0.0,1.0,A,2.12,3.31,3.41,10.0,15.0,10.0,8.0,2.0,2.0,6.0,4.0,2.0,3.0,0.0,0.0,A,2.11,1.69,0.0,0.0
I2,2023-12-23,Catanzaro,Brescia,2.0,3.0,2.0,0.0,H,2.17,3.13,3.5,17.0,11.0,10.0,8.0,5.0,6.0,6.0,3.0,1.0,3.0,0.0,0.0,A,2.23,1.63,0.0,3.0
SC0,2023-12-23,Celtic,Livingston,2.0,0.0,0.0,0.0,D,1.09,9.62,23.96,5.0,4.0,22.0,0.0,7.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,H,1.39,2.91,2.0,0.0
E2,2023-12-23,Charlton,Burton,1.0,1.0,1.0,0.0,H,1.56,4.16,5.44,7.0,15.0,15.0,8.0,2.0,3.0,5.0,5.0,2.0,2.0,0.0,0.0,D,1.71,2.09,0.0,1.0
I2,2023-12-23,Cittadella,Spezia,4.0,1.0,1.0,0.0,H,2.34,3.03,3.26,12.0,13.0,24.0,16.0,7.0,5.0,7.0,3.0,2.0,4.0,0.0,0.0,H,2.43,1.54,3.0,1.0
I2,2023-12-23,Como,Palermo,3.0,3.0,0.0,1.0,A,2.25,3.22,3.22,13.0,10.0,12.0,12.0,8.0,6.0,4.0,6.0,4.0,2.0,0.0,1.0,D,2.03,1.75,3.0,2.0
I2,2023-12-23,Cremonese,Modena,4.0,0.0,4.0,0.0,H,1.82,3.51,4.34,18.0,13.0,15.0,8.0,7.0,4.0,1.0,4.0,2.0,1.0,0.0,0.0,H,2.0,1.78,0.0,0.0
B1,2023-12-23,Eupen,St. Gilloise,1.0,2.0,0.0,2.0,A,11.01,6.13,1.24,15.0,8.0,1.0,20.0,1.0,8.0,3.0,14.0,5.0,1.0,0.0,0.0,A,1.47,2.6,1.0,0.0
I1,2023-12-23,Frosinone,Juventus,1.0,2.0,0.0,1.0,A,5.68,3.83,1.64,6.0,12.0,10.0,13.0,3.0,3.0,8.0,8.0,0.0,2.0,0.0,0.0,A,2.03,1.81,1.0,1.0
E0,2023-12-23,Fulham,Burnley,0.0,2.0,0.0,0.0,D,1.7,3.94,5.01,5.0,17.0,19.0,7.0,5.0,2.0,8.0,6.0,2.0,1.0,0.0,0.0,A,1.87,1.97,0.0,2.0
E3,2023-12-23,Grimsby,Harrogate,1.0,2.0,0.0,1.0,A,1.8,3.64,4.15,11.0,7.0,14.0,14.0,1.0,5.0,9.0,6.0,1.0,1.0,0.0,0.0,A,1.88,1.86,1.0,1.0
P1,2023-12-23,Guimaraes,Rio Ave,1.0,0.0,0.0,0.0,D,1.67,3.87,5.0,13.0,18.0,5.0,9.0,3.0,4.0,4.0,8.0,4.0,3.0,0.0,0.0,H,1.88,1.92,1.0,0.0
SC0,2023-12-23,Hearts,St Mirren,2.0,0.0,1.0,0.0,H,1.95,3.4,3.92,16.0,9.0,12.0,11.0,6.0,4.0,8.0,6.0,2.0,3.0,0.0,0.0,H,2.12,1.69,1.0,0.0
I1,2023-12-23,Inter,Lecce,2.0,0.0,1.0,0.0,H,1.23,6.48,13.23,8.0,14.0,20.0,11.0,8.0,5.0,16.0,2.0,1.0,3.0,0.0,1.0,H,1.66,2.25,1.0,0.0
T1,2023-12-23,Karagumruk,Gaziantep,0.0,3.0,0.0,1.0,A,1.99,3.48,3.66,15.0,9.0,9.0,7.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,A,1.93,1.86,0.0,2.0
SC0,2023-12-23,Kilmarnock,St Johnstone,2.0,1.0,2.0,0.0,H,1.73,3.55,4.94,12.0,8.0,14.0,9.0,5.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,H,2.22,1.64,0.0,1.0
E1,2023-12-23,Leeds,Ipswich,4.0,0.0,3.0,0.0,H,1.81,4.01,3.97,10.0,15.0,9.0,2.0,4.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,H,1.6,2.32,1.0,0.0
E1,2023-12-23,Leicester,Rotherham,3.0,0.0,0.0,0.0,D,1.15,8.02,18.17,5.0,4.0,24.0,2.0,11.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,H,1.47,2.65,3.0,0.0
E0,2023-12-23,Liverpool,Arsenal,1.0,1.0,1.0,1.0,D,2.43,3.63,2.83,13.0,14.0,13.0,13.0,3.0,2.0,4.0,5.0,2.0,5.0,0.0,0.0,D,1.69,2.2,0.0,0.0
E0,2023-12-23,Luton,Newcastle,1.0,0.0,1.0,0.0,H,5.0,4.23,1.65,11.0,5.0,16.0,15.0,5.0,2.0,6.0,7.0,2.0,1.0,0.0,0.0,H,1.77,2.06,0.0,0.0
E1,2023-12-23,Middlesbrough,West Brom,1.0,0.0,1.0,0.0,H,2.25,3.36,3.23,13.0,11.0,13.0,9.0,4.0,2.0,2.0,10.0,1.0,2.0,0.0,0.0,H,2.01,1.8,0.0,0.0
E3,2023-12-23,Morecambe,Milton Keynes Dons,1.0,3.0,0.0,1.0,A,2.94,3.48,2.26,12.0,12.0,9.0,20.0,4.0,7.0,4.0,5.0,3.0,1.0,0.0,0.0,A,1.78,1.97,1.0,2.0
E2,2023-12-23,Northampton,Oxford,2.0,1.0,0.0,0.0,D,3.14,3.37,2.21,15.0,11.0,12.0,9.0,5.0,3.0,5.0,1.0,2.0,1.0,0.0,0.0,H,2.01,1.76,2.0,1.0
E1,2023-12-23,Norwich,Huddersfield,2.0,0.0,0.0,0.0,D,1.6,4.11,5.42,9.0,10.0,21.0,5.0,8.0,1.0,12.0,2.0,1.0,1.0,0.0,0.0,H,1.75,2.06,2.0,0.0
E0,2023-12-23,Nott'm Forest,Bournemouth,2.0,3.0,0.0,0.0,D,2.76,3.49,2.54,10.0,10.0,11.0,18.0,5.0,7.0,6.0,6.0,0.0,3.0,1.0,0.0,A,1.89,1.95,2.0,3.0
I2,2023-12-23,Parma,Ternana,3.0,1.0,1.0,1.0,D,1.64,3.86,5.16,10.0,7.0,21.0,12.0,8.0,2.0,5.0,8.0,0.0,3.0,0.0,0.0,H,1.84,1.92,2.0,0.0
I2,2023-12-23,Pisa,Ascoli,1.0,0.0,1.0,0.0,H,2.03,3.18,3.87,13.0,10.0,6.0,10.0,2.0,1.0,3.0,1.0,5.0,3.0,0.0,0.0,H,2.38,1.55,0.0,0.0
E1,2023-12-23,Plymouth,Birmingham,3.0,3.0,1.0,2.0,A,2.2,3.62,3.12,7.0,15.0,15.0,13.0,8.0,7.0,7.0,3.0,2.0,5.0,0.0,1.0,D,1.67,2.19,2.0,1.0
E2,2023-12-23,Portsmouth,Fleetwood Town,1.0,1.0,1.0,0.0,H,1.38,4.79,7.67,13.0,17.0,14.0,14.0,1.0,4.0,7.0,3.0,3.0,1.0,0.0,0.0,D,1.65,2.19,0.0,1.0
E1,2023-12-23,QPR,Southampton,0.0,1.0,0.0,1.0,A,4.67,3.76,1.75,8.0,12.0,12.0,13.0,2.0,4.0,7.0,5.0,1.0,3.0,0.0,1.0,A,1.86,1.94,0.0,0.0
E2,2023-12-23,Reading,Wigan,2.0,0.0,1.0,0.0,H,2.09,3.46,3.36,17.0,12.0,10.0,14.0,3.0,2.0,4.0,2.0,1.0,5.0,0.0,0.0,H,1.84,1.92,1.0,0.0
I1,2023-12-23,Roma,Napoli,2.0,0.0,0.0,0.0,D,3.01,3.18,2.52,19.0,12.0,17.0,7.0,4.0,2.0,4.0,0.0,7.0,4.0,0.0,2.0,H,2.13,1.73,2.0,0.0
I2,2023-12-23,Sampdoria,FeralpiSalo,2.0,3.0,1.0,2.0,A,1.6,3.8,5.63,17.0,9.0,15.0,21.0,5.0,7.0,3.0,5.0,1.0,5.0,1.0,0.0,A,2.0,1.76,1.0,1.0
E1,2023-12-23,Sheffield Weds,Cardiff,1.0,2.0,1.0,0.0,H,2.14,3.28,3.55,10.0,12.0,18.0,7.0,5.0,3.0,10.0,3.0,3.0,2.0,0.0,0.0,A,2.29,1.62,0.0,2.0
E2,2023-12-23,Shrewsbury,Peterboro,1.0,2.0,0.0,0.0,D,5.43,4.06,1.57,8.0,8.0,7.0,17.0,1.0,4.0,4.0,9.0,3.0,1.0,0.0,0.0,A,1.84,1.91,1.0,2.0
T1,2023-12-23,Sivasspor,Istanbulspor,1.0,0.0,0.0,0.0,D,1.66,3.97,4.75,7.0,12.0,16.0,6.0,6.0,0.0,9.0,7.0,0.0,2.0,0.0,0.0,H,1.79,2.0,1.0,0.0
B1,2023-12-23,St Truiden,Charleroi,1.0,0.0,0.0,0.0,D,2.22,3.33,3.21,4.0,17.0,16.0,4.0,7.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,H,2.02,1.77,1.0,0.0
E1,2023-12-23,Stoke,Millwall,0.0,0.0,0.0,0.0,D,2.11,3.4,3.51,11.0,16.0,19.0,2.0,3.0,1.0,7.0,1.0,1.0,3.0,0.0,0.0,D,2.13,1.72,0.0,0.0
I2,2023-12-23,Sudtirol,Reggiana,2.0,3.0,1.0,1.0,D,2.46,2.9,3.2,16.0,14.0,13.0,7.0,4.0,4.0,0.0,1.0,3.0,3.0,0.0,1.0,A,2.65,1.45,1.0,2.0
E1,2023-12-23,Sunderland,Coventry,0.0,3.0,0.0,1.0,A,2.06,3.57,3.49,11.0,11.0,21.0,10.0,6.0,5.0,7.0,7.0,3.0,2.0,0.0,0.0,A,1.83,1.97,0.0,2.0
E3,2023-12-23,Sutton,Mansfield,0.0,2.0,0.0,1.0,A,4.79,4.03,1.63,10.0,10.0,7.0,17.0,1.0,5.0,2.0,5.0,1.0,1.0,0.0,0.0,A,1.72,2.05,0.0,1.0
I1,2023-12-23,Torino,Udinese,1.0,1.0,0.0,0.0,D,1.78,3.52,5.01,10.0,11.0,14.0,10.0,4.0,4.0,8.0,2.0,2.0,2.0,0.0,0.0,D,2.24,1.65,1.0,1.0
E0,2023-12-23,Tottenham,Everton,2.0,1.0,2.0,0.0,H,1.8,4.16,4.08,6.0,18.0,13.0,18.0,6.0,8.0,3.0,8.0,1.0,4.0,0.0,0.0,H,1.54,2.48,0.0,1.0
T1,2023-12-23,Trabzonspor,Buyuksehyr,1.0,1.0,1.0,1.0,D,1.67,3.8,4.94,13.0,18.0,18.0,6.0,4.0,1.0,5.0,6.0,0.0,2.0,0.0,0.0,D,1.89,1.9,0.0,0.0
E3,2023-12-23,Tranmere,Swindon,2.0,1.0,0.0,1.0,A,2.21,3.59,2.95,11.0,10.0,18.0,8.0,9.0,5.0,6.0,3.0,2.0,3.0,0.0,0.0,H,1.66,2.13,2.0,0.0
I2,2023-12-23,Venezia,Lecco,2.0,2.0,0.0,1.0,A,1.63,3.88,5.21,12.0,12.0,10.0,6.0,5.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,D,1.86,1.91,2.0,1.0
I1,2023-12-23,Verona,Cagliari,2.0,0.0,0.0,0.0,D,2.39,3.29,3.1,8.0,19.0,13.0,12.0,5.0,3.0,11.0,7.0,3.0,4.0,0.0,1.0,H,2.07,1.77,2.0,0.0
P1,2023-12-23,Vizela,Moreirense,0.0,0.0,0.0,0.0,D,2.79,3.22,2.6,16.0,8.0,9.0,10.0,3.0,5.0,3.0,9.0,3.0,1.0,0.0,0.0,D,2.11,1.73,0.0,0.0
E0,2023-12-23,West Ham,Man United,2.0,0.0,0.0,0.0,D,2.61,3.65,2.6,13.0,15.0,12.0,11.0,5.0,3.0,4.0,4.0,2.0,3.0,0.0,0.0,H,1.68,2.22,2.0,0.0
E3,2023-12-23,Wrexham,Newport County,2.0,0.0,0.0,0.0,D,1.4,4.7,6.87,9.0,9.0,16.0,9.0,5.0,2.0,7.0,5.0,0.0,1.0,0.0,0.0,H,1.53,2.41,2.0,0.0
E2,2023-12-23,Wycombe,Port Vale,1.0,1.0,0.0,0.0,D,2.3,3.33,3.0,11.0,6.0,19.0,8.0,6.0,2.0,7.0,3.0,6.0,1.0,0.0,0.0,D,2.05,1.73,1.0,1.0
T1,2023-12-24,Ad. Demirspor,Antalyaspor,2.0,1.0,2.0,0.0,H,2.07,3.76,3.19,17.0,10.0,6.0,22.0,2.0,3.0,1.0,10.0,4.0,2.0,0.0,0.0,H,1.6,2.29,0.0,1.0
T1,2023-12-24,Fenerbahce,Galatasaray,0.0,0.0,0.0,0.0,D,2.17,3.68,3.02,19.0,26.0,6.0,8.0,0.0,1.0,2.0,6.0,3.0,4.0,0.0,0.0,D,1.61,2.3,0.0,0.0
T1,2023-12-24,Konyaspor,Kayserispor,2.0,0.0,0.0,0.0,D,2.41,3.42,2.81,6.0,19.0,11.0,13.0,4.0,4.0,2.0,5.0,1.0,4.0,0.0,0.0,H,1.84,1.94,2.0,0.0
SC0,2023-12-24,Motherwell,Rangers,0.0,2.0,0.0,2.0,A,8.82,5.2,1.32,16.0,10.0,7.0,14.0,0.0,6.0,3.0,5.0,3.0,1.0,0.0,0.0,A,1.61,2.27,0.0,0.0
